Date,PnL
2013-11-12,0.00015975046649976
2013-11-13,-0.00097421342242939
2013-11-14,-1.93098552661346e-05
2013-11-15,-0.000680015688460709
2013-11-18,-0.00337540598604287
2013-11-19,-0.000772249300366135
2013-11-20,0.000425342172659185
2013-11-21,0.00197181235276231
2013-11-22,-0.000283114441595058
2013-11-25,0.000118185225835649
2013-11-26,0.000938081717381953
2013-11-27,0.000727873252504212
2013-11-28,-7.01141306488795e-05
2013-11-29,-0.000388857674787753
2013-12-02,0.000512720306982233
2013-12-03,-8.40948439810861e-05
2013-12-04,-0.000148121138814897
2013-12-05,0.000146218468944196
2013-12-06,-0.000529267883734368
2013-12-09,0.00266935514548827
2013-12-10,0.00202294038017583
2013-12-11,0.00115589006219882
2013-12-12,-0.00197503979899002
2013-12-13,-0.000928858373527351
2013-12-16,0.00198874428029054
2013-12-17,0.000753345577311679
2013-12-18,-0.0002323367450343
2013-12-19,0.00303444841163297
2013-12-20,0.00089615842816623
2013-12-23,-0.000430313954580951
2013-12-24,-0.000538783302169017
2013-12-30,0.00357437726152027
2013-12-31,9.70451364756297e-05
2014-01-02,0.00225338425962922
2014-01-03,0.00141522195495028
2014-01-06,0.000556145472942102
2014-01-07,0.00187675147617308
2014-01-08,0.000903271352678595
2014-01-09,0.000772771526652291
2014-01-10,-0.000269295652717278
2014-01-13,-0.000701219197152514
2014-01-14,-0.000249820483946533
2014-01-15,0.0017552763768679
2014-01-16,-0.00038430779698535
2014-01-17,-0.000124265716824325
2014-01-20,0.00139997963397045
2014-01-21,0.000204984130652646
2014-01-22,-4.72587295466989e-05
2014-01-23,-0.000707335703713498
2014-01-24,-0.00319512983691009
2014-01-27,-0.00227175578034092
2014-01-28,0.00132050549811669
2014-01-29,0.00115127119347686
2014-01-30,-0.00112203863611728
2014-01-31,-0.00077429551463312
2014-02-03,0.000150601794371774
2014-02-04,-0.00365343372856654
2014-02-05,0.00141101415936451
2014-02-06,0.00135097891636337
2014-02-07,0.00129888819279163
2014-02-10,0.00174492479850043
2014-02-11,0.00149332417292667
2014-02-12,-0.000813725797717699
2014-02-13,-0.00207530323906606
2014-02-14,0.00115191989362776
2014-02-17,0.000752643925711393
2014-02-18,0.00125131419503612
2014-02-19,0.000200906721438314
2014-02-20,-0.000672313035711405
2014-02-21,0.0017686937939328
2014-02-24,-0.000319296078219033
2014-02-25,-9.60067435103505e-05
2014-02-26,0.00115821176513868
2014-02-27,-0.000274547768095886
2014-02-28,0.00033198528677691
2014-03-03,-0.00164845495425556
2014-03-04,0.00209440294855064
2014-03-05,-0.00042211805990507
2014-03-06,0.00111290096274501
2014-03-07,-0.00163163607038218
2014-03-10,-0.00108520723220177
2014-03-11,0.000811189779673017
2014-03-12,0.000349054768786578
2014-03-13,0.000476016159622524
2014-03-14,-8.82840289306837e-05
2014-03-18,0.00107344835261252
2014-03-19,0.000129145552564518
2014-03-20,-0.000572125551100931
2014-03-21,0.00038907082621014
2014-03-24,-0.000461948495099408
2014-03-25,-0.00229283208999943
2014-03-26,-0.000492404773268373
2014-03-27,0.0005205177171438
2014-03-28,0.000152520685891251
2014-03-31,0.000441001271656178
2014-04-01,0.00122621092542704
2014-04-02,0.000714211531329889
2014-04-03,-0.000757037230202345
2014-04-04,0.00201450830600858
2014-04-07,0.00135179045693124
2014-04-08,-9.68164899070903e-05
2014-04-09,0.00016563958296444
2014-04-10,-0.000518813477020566
2014-04-11,-0.000806071224127369
2014-04-14,-0.000997879993793487
2014-04-15,0.00101431097656622
2014-04-16,0.00046913429471
2014-04-17,0.00161355199058177
2014-04-22,0.00103375699113354
2014-04-23,0.00022264550190404
2014-04-24,-0.000154048137739288
2014-04-25,-0.000385245920389457
2014-04-28,-0.000571530818621528
2014-04-29,0.00108907086258125
2014-04-30,0.000153363018510451
2014-05-01,8.4936688814623e-05
2014-05-02,0.00131304044995595
2014-05-06,0.000900286026094509
2014-05-07,-0.000601250455062938
2014-05-08,0.00137462922568366
2014-05-09,0.000196689528441892
2014-05-12,0.000548433918682164
2014-05-13,0.000260358762531224
2014-05-14,0.000521070887083778
2014-05-15,0.000698108027768939
2014-05-16,-0.00325385969316479
2014-05-19,3.10082637310546e-05
2014-05-20,-0.00110632039493721
2014-05-21,0.00100824213705187
2014-05-22,0.000364433663745255
2014-05-23,9.69701244285171e-05
2014-05-26,0.00278532532749111
2014-05-27,0.00149214414348848
2014-05-28,0.000402628122815053
2014-05-29,-0.000363421552789345
2014-05-30,0.000198018593650238
2014-06-03,0.00126460931896413
2014-06-04,-0.000447578432606162
2014-06-05,0.0005073069913313
2014-06-06,0.0033195192580271
2014-06-09,0.00192933490873555
2014-06-10,0.00103377257606352
2014-06-11,-0.00179063782570525
2014-06-12,-0.000373395676905789
2014-06-13,-0.000634317270450076
2014-06-16,-0.00124652333823037
2014-06-17,0.000512612380758225
2014-06-18,0.000659884103478919
2014-06-19,0.002414278627574
2014-06-20,-6.10270495641982e-05
2014-06-23,-0.000728405169536615
2014-06-24,0.00128870927184688
2014-06-25,-0.000174199614278091
2014-06-26,0.000917107905329433
2014-06-27,-0.000819544230988207
2014-06-30,-0.00107704491060785
2014-07-01,0.00162054595120278
2014-07-02,-0.000127042504186813
2014-07-03,-0.000440423179680932
2014-07-04,0.000727035144042349
2014-07-07,-0.000255261913421481
2014-07-08,-0.000979376261973439
2014-07-09,-0.00116371309861632
2014-07-10,-0.00200828893076576
2014-07-11,-1.73749695081103e-05
2014-07-14,0.00139943539469948
2014-07-15,0.00105134927863705
2014-07-16,0.00115718855411213
2014-07-17,-0.000130369290781937
2014-07-18,-0.00203864666806673
2014-07-21,0.000603217502289524
2014-07-22,0.00325129267105468
